,Date,Low,High,Close,Open,Volume,Adj Close
734,2012-07-18,28.15,29.29,29.11,28.31,16841800.0,29.11
733,2014-09-08,77.01,78.17,77.89,77.26,28149300.0,77.89
732,2015-06-12,81.2,82.09,81.53,81.37,11417882.0,81.53
731,2016-10-13,126.75,128.25,127.82,128.21,17139306.0,127.82
730,2015-10-05,92.66,94.27,94.01,92.94,27292517.0,94.01
729,2015-03-10,77.55,79.26,77.55,78.5,23067057.0,77.55
728,2015-06-04,81.51,82.95,82.05,82.14,20863877.0,82.05
727,2013-02-01,29.63,31.02,29.73,31.01,85856700.0,29.73
726,2018-05-07,177.17,179.5,177.97,177.35,18697195.0,177.97
725,2012-10-10,19.45,19.94,19.64,19.93,39321800.0,19.64
724,2015-07-27,93.8301,96.61,94.17,96.58,38585381.0,94.17
723,2015-07-07,85.231,87.85,87.22,87.8,33059921.0,87.22
722,2015-09-29,85.72,90.06,86.67,89.1,42281838.0,86.67
721,2013-02-13,27.31,28.32,27.9075,27.36,50164000.0,27.9075
720,2014-05-15,57.52,59.38,57.919,59.26,56814000.0,57.919
719,2017-06-15,146.37,150.04,149.8,147.67,18877305.0,149.8
718,2017-08-25,166.18,168.38,166.32,167.86,12391910.0,166.32
717,2012-10-17,19.3718,20.48,19.88,19.5,44074500.0,19.88
716,2013-01-15,29.88,31.71,30.1,30.64,173242600.0,30.1
715,2018-04-02,154.111,159.2,155.39,157.81,36795991.0,155.39
714,2018-01-02,177.55,181.58,181.42,177.68,17694891.0,181.42
713,2013-08-14,36.62,37.55,36.65,36.83,48423900.0,36.65
712,2015-06-09,79.32,81.19,80.67,80.6,16497538.0,80.67
711,2017-03-20,139.25,140.19,139.94,139.71,12099471.0,139.94
710,2015-01-08,76.08,78.23,78.175,76.74,23960953.0,78.175
709,2018-06-20,198.805,203.55,202.0,199.1,28230933.0,202.0
708,2015-09-09,90.17,91.98,90.44,90.78,32551123.0,90.44
707,2017-05-12,149.63,150.46,150.33,150.4,9497040.0,150.33
706,2017-06-16,148.6,150.83,150.64,149.59,22169800.0,150.64
705,2016-04-15,109.2,110.97,109.64,110.79,20922803.0,109.64
704,2016-03-16,110.1,112.5,112.18,110.49,24744778.0,112.18
703,2015-10-01,88.36,90.95,90.95,90.05,29283652.0,90.95
702,2018-01-25,186.6,188.62,187.48,187.95,16698537.0,187.48
701,2017-10-30,177.61,180.69,179.87,179.26,24179258.0,179.87
700,2017-01-11,124.06,126.12,126.09,124.35,18356523.0,126.09
699,2016-09-14,126.89,128.8,127.77,126.89,15720388.0,127.77
698,2017-08-29,165.0,168.43,168.05,165.25,10992617.0,168.05
697,2014-06-19,64.21,65.5756,64.3415,65.46,34133800.0,64.3415
696,2014-05-14,58.95,60.45,59.23,59.53,47429000.0,59.23
695,2017-09-21,170.01,172.27,171.11,171.69,11054545.0,171.11
694,2017-07-25,163.86,165.54,165.28,165.01,15164613.0,165.28
693,2012-08-28,18.95,19.38,19.34,19.1,25417000.0,19.34
692,2015-06-25,87.835,89.4,87.98,89.26,27301967.0,87.98
691,2017-08-24,166.41,169.29,167.74,168.88,13552865.0,167.74
690,2015-12-15,104.28,105.8,104.55,105.3,21764331.0,104.55
689,2015-11-11,107.11,109.87,109.01,108.27,25057099.0,109.01
688,2017-10-13,173.2,174.65,173.74,173.45,13305724.0,173.74
687,2017-08-28,166.33,167.7,167.24,166.91,8360380.0,167.24
