,Date,Low,High,Close,Open,Volume,Adj Close
1356,2014-06-25,230.24,237.55,236.891,233.05,5801600.0,236.891
1355,2012-08-09,29.1301,30.0,29.41,29.52,672600.0,29.41
1354,2012-05-10,32.4,34.68,32.96,32.97,5556300.0,32.96
1353,2014-02-12,194.32,198.269,195.32,195.78,5173700.0,195.32
1352,2012-04-13,32.85,34.04,33.59,33.94,649600.0,33.59
1351,2016-10-31,195.81,202.49,197.73,202.49,4692273.0,197.73
1350,2017-10-10,345.53,355.63,355.59,346.8,6914972.0,355.59
1349,2015-08-24,195.0,231.4,218.87,202.79,9581585.0,218.87
1348,2017-03-28,275.0,280.68,277.45,277.02,7987604.0,277.45
1347,2012-06-20,33.21,34.5,33.78,33.5,3422400.0,33.78
1346,2013-02-01,37.62,38.5,38.3,38.17,1100600.0,38.3
1345,2017-02-10,266.11,270.95,269.23,269.79,3619739.0,269.23
1344,2011-09-30,23.49,24.89,24.39,24.8,1336100.0,24.39
